paquete_sha,capa,idx,productos,municipio,departamento,departamento_origen,sensor,sensor_date,dano,dano_agrupado,confianza,validacion_campo,event_code,notas,lat,lon,first_seen,snapshot_date
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,72,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.07078127200009,-75.47407766299995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,73,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.065615551000064,-75.47865894199992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,74,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.065484651000077,-75.47899399799991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,75,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.065458139000043,-75.47903592099993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,76,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.065414464000071,-75.47911511399991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,77,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.066692118000049,-75.4870152499999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,78,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.065432360000045,-75.48644730599995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,79,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.065421508000043,-75.48637739399993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,80,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.066441945000065,-75.48619329899992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,81,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.067361488000074,-75.48966590499992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,82,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.067405142000041,-75.48961622799993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,83,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.0676329670000655,-75.48702216799995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,84,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.0681660920000695,-75.48857133999991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,85,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.068729636000057,-75.49313264499995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,86,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.068600935000063,-75.49301361699992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,87,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069548910000037,-75.49323579399993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,88,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.0696461450000925,-75.49237371099991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,89,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069653995000067,-75.49229293799993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,90,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069650953000064,-75.49219662299993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,91,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069130743000073,-75.4925967339999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,92,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069144171000062,-75.49255856699995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,93,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.06945834000004,-75.49164724399992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,94,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069454295000071,-75.49172180599993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,95,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069447278000041,-75.49177349899992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,96,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069439257000056,-75.49183314499993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,97,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069432230000075,-75.49189676799995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,98,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069427172000076,-75.49199320199995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,99,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069423117000042,-75.49208168199993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,100,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.06970861800005,-75.49158380499995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,101,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069709551000074,-75.49166731799994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,102,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069706487000076,-75.49176375299993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,103,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.0697064280000745,-75.49184130099991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,104,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069700386000079,-75.49192083199995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,105,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069177884000055,-75.49206558999992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,106,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.0691819460000715,-75.49196716699993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,107,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.069188992000079,-75.49187868899992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,108,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.071529139000063,-75.49213212099994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,109,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.071526344000063,-75.49220584599993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,110,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.071513973000037,-75.49227137299994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,111,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.07149875500005,-75.4924788909999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,112,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.071038273000056,-75.49130026499995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,113,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.071601291000093,-75.48906291599991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,114,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.072194912000043,-75.48980064099993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,115,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.0717281020000655,-75.48974021499993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,116,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.070388276000074,-75.48907838699995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,117,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.070414260000064,-75.48911663599995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,118,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.072874413000079,-75.48922225299992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,119,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.072240721000071,-75.48642929199991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,120,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.072896901000092,-75.48663769599995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,121,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.072567784000057,-75.48735151799991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,122,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.072468228000048,-75.48865260399992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,123,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.0743034590000775,-75.48777061299995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,124,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.07431996300005,-75.48767095599993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,125,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.074237835000076,-75.48764904899991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,126,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.073770841000055,-75.48783165299994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,127,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.073832500000037,-75.48776479799994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,128,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.073693074000062,-75.4874738769999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,129,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.073658791000071,-75.48754757899991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,130,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.072838593000085,-75.48770670699992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,131,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.073573224000086,-75.4902617969999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,132,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.073392358000092,-75.49067251699995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,133,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Damaged,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.073726824000062,-75.4917159929999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PNEO3_STD_20260811_BuildingDamageAsessment_Manizales,134,"4250,4251,4252,4253,4254,4255",Manizales,Caldas,catalogo,Pleiades NEO,20260811,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.0724064950000525,-75.49421764399995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,Pleiades_20260812_BuildingDamageAsessment_Viterbo,0,"4250,4251,4252,4253,4254,4255",Viterbo,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.068365676000042,-75.87824582399992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,Pleiades_20260812_BuildingDamageAsessment_Viterbo,1,"4250,4251,4252,4253,4254,4255",Viterbo,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.067592010000055,-75.87736164799992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,Pleiades_20260812_BuildingDamageAsessment_Viterbo,2,"4250,4251,4252,4253,4254,4255",Viterbo,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.067666265000071,-75.87770396099995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,Pleiades_20260812_BuildingDamageAsessment_Viterbo,3,"4250,4251,4252,4253,4254,4255",Viterbo,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.06781286100005,-75.87775935499991,2026-08-21T09:23:47Z,2026-09-01
